Text,Speaker,Episode,Season,Show
" Good night, it was very nice to meet you all. (Storms out.)",Emily,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(Pause),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I’ll get her.,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Please hurry.,Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Don’t you just love the way they talk?!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Monica and Rachel's, erm, Chandler and Joey's, the next morning, Monica and Phoebe are eating breakfast.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Ohh!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What?,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 It kicked! I think the baby kicked!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Oh my God!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh no wait, oh no, the elastic on my underwear busted.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (running from his bedroom) Oh my God! I overslept! I was supposed to be on the set a half an hour ago! I gotta get out of here!,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh wait, Joey, you can’t go like that! You stink!",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Look, I know I feel asleep before I could shower and now I don’t have time! They’re just ten blocks away, if I run, I can make it.",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah. Run ten blocks, that’ll help the smell.",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(He opens the door to reveal Rachel.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Hey—whoa, slow down. (Gets a whiff of him) No, keep moving. (Joey runs off.) Wow!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 So? How did it go with Joshua last night?,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Well, I didn’t see Joshua last night, but I did punch a girl in the face.",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What?,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Why?,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" The whole night was horrible, it was pouring down rain, and when I got there, there was no Rachel Green on the list, but there was a Rachel Greep.",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ohh! So, did you get to meet her?",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" No, there is no Rachel Greep, but then this other girl overheard us and she was all, ""I’m Rachel Greep! I’m Rachel Greep!"" and he let her right in.",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 So you hit her in the face?,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" No, she was already in, but then this big bitch behind me tried to steal my umbrella, so I clocked her. Ohhh! I can’t believe this, all I wanted was a few hours outside of work to see Joshua, so he can go ahead and start falling in love with me.",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (going over to comfort her) Aww, Pheebs.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Honey, that’s you’re name.",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 That’s short for Phoebe?! I thought that was just what we called each other!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(Chandler enters from his bedroom.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Hey! You’re wearing pants!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 That’s right! Where are the guys? I’m ready to get drunk and see some strippers.,Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 It’s 9:30 in the morning!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 They got a breakfast buffet.,Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(The phone rings and Monica answers it.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Hello. (Listens) Oh, hey Ross!",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ooh, let me talk to him!",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh-oh, my God!",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Well, can I just…",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (to Chandler) Shh!! (On phone) Wait, what?",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 She’s shhing me! It’s my phone and she’s shhing me!,Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Shhh!! Please! What’s he saying?,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 He’s with Emily at a Bed and Breakfast in Vermont!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What? Oh my God!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What? Who the hell is Emily—(realises) noooo!!,Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
COMMERCIAL BREAK,,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Chandler and Joey's, erm, Monica and Rachel's, scene continued from earlier.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 They’re in Vermont!! How could this happen?! (She waves her arms franticly and hits Chandler.),Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Ow!,Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 How—how did end up in Vermont with that awful witch?! (She hits Chandler again.),Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Maybe, she doesn’t hit him all the time.",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
"[cut to Ross in Vermont, talking on the phone.]",,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" When we first met her, she was soaking, her feet were wet! Who wouldn’t be miserable? I’m telling you when I got her into a dry pair of shoes, she was a totally different person.",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (rushing in) Ross! Come quickly! There’s a deer just outside eating fruit from the orchard!,Emily,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I’ve gotta go, there’s a deer just outside eating fruit from the orchard! (He hangs up and runs out.)",Ross,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
[cut back to Chandler and Joey’s.],,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" He had to go, there’s a deer just outside eating fruit from the orchard.",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I don’t get this! She was horrible! (She hits Chandler, yet again.)",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Okay, I’m going to go stand over there. (Points and moves into the living room.)",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Why do you care so much anyway?,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" I don’t care! All right, y’know what I’m just upset that I’m getting nowhere with Joshua that—y’know what still, you do not meet someone and go flitting off to Vermont!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Well, when you first met Barry, you flitted off to Vail.",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh, y’know, would you just for once, not remember every…little…thing!! (Storms out.)",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" So y’know, uh, when’s he getting back?",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 A couple of days.,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Y’know, I knew something like this was going to happen. (He starts to take off his pants, revealing that he is still wearing his sweat pants.)",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What are you doing?! Chandler! You can’t just go back a phase!,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yes you can. You’re thinking about time, you can’t go back in time.",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Well, look, why don’t you just, why don’t you do your Phase Two strip club thing with us.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah, come on, we can be guys!",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (laughs) No you can’t.,Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Come on! Let us be guys! Maybe we want to be guys!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" You don’t want to be guys, you’d be all hairy and wouldn’t live as long. (Starts to go to his bedroom)",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Y’know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Okay. (Starts to cry),Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 I’m sorry. (Goes and hugs him),Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Silvercup Studios, Joey is just arriving for his scene.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 (rushing in) Hey! Joey Tribbiani! I’m here! I’m here!,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Calm down, we got time, we’re running a little late.",The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
"(Just then, Charlton Heston walks out of his dressing room and starts eating a liquorice whip.)",,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Look at that, Charlton Heston eating a liquorice whip!",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah, we loves ‘em. I’ve never seen him with—(He gets a whiff of Joey and starts smelling around.)",The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (trying to act like he’s not the one that stinks.) Whoa! Yeah, what the hell is that? What smells so bad?",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 You.,The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Y’know, I can see why you think that, but ah, actually, you know who I think it is?",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 You?,The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" No-no, it’s uh, it’s Heston.",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 What?,The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Yeah, the man wreaks! Smells like he went on a three day fishing trip and then ate some liquorice.",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" There’s no way he smells, he’s the only one around here with a shower in his dressing room.",The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Really, a shower huh? And uh, which-which room might that be?",Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" The one with ""Heston"" on it.",The A.D,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Interesting.,Joey,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" A strip club, the girls are there with Chandler, who isn’t enjoying himself.]",[Scene,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (coming back to the stage and sitting next to Chandler) Okay, I’ve got some Ones, you wanna put them in her panties?",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" No thanks, Mom!",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(A man sits down next to Phoebe and lights up a cigarette.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Oh, no umm, hi, that-that, you have to put that out, ‘cause I’m pregnant.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (No, not the Cigarette Smoking Man from The X-Files.) Well, maybe you and your baby should go to another strip club.",The Cigarette Smoking Guy,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ha-ha, it’s not my baby, ha-ha-ha! (He leaves.)",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
(The dancer finishes and everyone claps.),,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Very good, (getting up and sliding a One into the dancer’s hot pants) so good.",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (doing the same) I really, really enjoyed it. Very exotic.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (joining them) Well, I just checked our messages and Joshua didn’t call. I mean you’d think he’d be worried about me not showing up at his club. Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Rachel,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Come on! Look where you are!!,Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" (to the waitress) When you get a sec, another round of daiquiris.",Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Remember, a virgin for me please.",Phoebe,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
 Oh! And don’t let me leave without getting the name of that carpet guy.,Monica,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
" Ahh, come on! Y’know what—y’know what, I think I’m just gonna go home and call Kathy.",Chandler,Episode-14-The One With Joey’s Dirty Day,Season-04,Friends
